,CustomerID,UniqueYears,NumUniqueItems,Amount,FrequencyPurchase,Recency,Cluster,WeightedScore,RiskCategory
44,12875.0,2,1,0.05780000000000001,2,142,1,725.289,High Risk
45,12877.0,2,100,1152.3135,12,3,1,6128.5675,Medium Risk
46,12878.0,1,38,279.2493,2,235,0,2695.2465,Medium Risk
47,12879.0,1,7,44.949799999999996,3,44,0,479.74899999999997,High Risk
48,12881.0,1,7,38262.95,1,275,0,192716.75,Low Risk
49,12882.0,1,12,572.1611,2,8,0,2946.8055000000004,Medium Risk
50,12883.0,1,39,2060.9993,4,24,0,10559.9965,Low Risk
51,12884.0,1,7,7382.1467,1,87,0,37372.7335,Low Risk
52,12885.0,1,66,2073.3453,3,62,0,10888.7265,Low Risk
53,12886.0,1,75,1974.1375,2,67,0,10440.6875,Low Risk
54,12888.0,1,4,239.8192,2,213,0,2286.096,Medium Risk
55,12890.0,1,78,391.9703,1,23,0,2314.8515,Medium Risk
56,12891.0,1,2,0.4076,3,185,0,947.038,High Risk
57,12893.0,1,27,192.0707,1,30,0,1197.3535,High Risk
58,12895.0,1,22,461.61,2,41,0,2589.05,Medium Risk
59,12897.0,1,3,37.41,2,204,0,1226.05,High Risk
60,12901.0,1,30,551.0878,28,8,-1,2999.4390000000003,Medium Risk
61,12902.0,1,10,687.1602999999999,1,264,0,4791.8015,Medium Risk
62,12904.0,1,59,1431.3387,2,17,0,7428.6935,Medium Risk
63,12906.0,1,55,783.4601,4,11,0,4155.3005,Medium Risk
64,12908.0,1,1,0.7993,2,175,0,891.9965,High Risk
65,12909.0,1,78,50623.3157,5,39,0,253567.5785,Low Risk
66,12910.0,1,48,437.2272,8,22,0,2474.136,Medium Risk
67,12912.0,1,17,224.1784,5,2,0,1203.892,High Risk
68,12913.0,2,37,878.4034,5,4,1,4547.017,Medium Risk
69,12915.0,2,19,1317.7775,2,148,1,7397.8875,Medium Risk
70,12916.0,1,53,2766.2297,4,138,0,14698.1485,Low Risk
71,12917.0,1,2,49.005,1,127,0,892.025,High Risk
72,12919.0,1,34,543.846,6,7,0,2882.23,Medium Risk
73,12920.0,1,27,883.2987999999999,1,16,0,4583.494,Medium Risk
74,12921.0,2,233,6394.15,36,8,-1,32857.75,Low Risk
75,12922.0,1,28,129.0042,1,160,0,1535.021,High Risk
76,12923.0,1,28,342.8699,1,63,0,2119.3495,Medium Risk
77,12924.0,1,22,476.7715,4,87,0,2902.8575,Medium Risk
78,12925.0,1,42,614.0016,2,4,0,3226.0080000000003,Medium Risk
79,12928.0,2,59,404.3066,5,34,1,2392.533,Medium Risk
80,12929.0,1,8,616.0074999999999,1,311,0,4665.037499999999,Medium Risk
81,12930.0,1,20,401.2319,2,77,0,2461.1594999999998,Medium Risk
82,12931.0,2,28,351.1209,15,21,1,2008.6045,Medium Risk
83,12933.0,1,102,1097.7604000000001,3,23,0,5923.802000000001,Medium Risk
84,12935.0,1,80,1104.4439,7,1,0,5797.2195,Medium Risk
85,12936.0,1,56,337.293,4,16,0,1952.4650000000001,Medium Risk
86,12937.0,1,81,1174.3674,4,14,0,6202.837,Medium Risk
87,12938.0,1,9,20.8948,1,25,0,262.474,High Risk
88,12939.0,1,21,332.21160000000003,8,63,0,2073.058,Medium Risk
89,12940.0,1,87,2807.2298,2,54,0,14577.149000000001,Low Risk
90,12942.0,2,68,2155.4429999999998,3,130,1,11647.214999999998,Low Risk
91,12944.0,2,29,541.5656,2,35,1,2981.828,Medium Risk
92,12945.0,1,23,871.7125,1,287,0,5868.5625,Medium Risk
93,12947.0,2,83,5880.6058,6,143,1,30395.029000000002,Low Risk
94,12948.0,1,82,1576.1978,7,15,0,8231.989,Medium Risk
95,12949.0,1,166,3164.2607,8,30,0,16503.303499999998,Low Risk
96,12950.0,1,13,52.1541,3,1,0,318.77049999999997,High Risk
97,12951.0,1,53,984.0952,6,8,0,5145.476,Medium Risk
98,12952.0,1,64,2400.1515,4,5,0,12235.7575,Low Risk
99,12953.0,1,17,1307.26,1,9,0,6638.3,Medium Risk
100,12955.0,1,81,941.5427,11,0,0,4996.7135,Medium Risk
101,12956.0,1,19,606.7886,1,305,0,4621.942999999999,Medium Risk
102,12957.0,1,208,3700.402,8,9,0,19205.010000000002,Low Risk
103,12962.0,1,15,278.22270000000003,2,6,0,1476.1135000000002,High Risk
104,12963.0,2,75,1669.9485,8,7,1,8645.7425,Medium Risk
105,12965.0,1,108,2305.5248,1,88,0,12297.624,Low Risk
106,12966.0,1,10,221.8639,1,9,0,1190.3195,High Risk
107,12967.0,1,19,2122.8075,2,357,0,12466.037499999999,Low Risk
108,12968.0,1,5,110.73249999999999,1,111,0,1129.6625,High Risk
109,12970.0,1,116,1230.3426,4,6,0,6547.713,Medium Risk
110,12971.0,2,94,3082.8697,83,3,-1,16047.3485,Low Risk
111,12974.0,1,8,675.82,1,197,0,4394.1,Medium Risk
112,12976.0,1,22,81.0862,1,211,0,1532.431,High Risk
113,12977.0,1,9,515.5763,1,155,0,3385.8814999999995,Medium Risk
114,12980.0,2,6,9903.950100000002,9,157,-1,50362.75050000001,Low Risk
115,12981.0,1,12,63.368700000000004,2,29,0,507.8435,High Risk
116,12982.0,1,28,150.4922,1,242,0,2052.4610000000002,Medium Risk
117,12984.0,1,4,61.33,1,18,0,414.65,High Risk
118,12985.0,1,73,513.5957,2,0,0,2796.9784999999997,Medium Risk
119,12987.0,1,27,3433.0200000000004,2,73,0,17621.100000000002,Low Risk
120,12988.0,1,75,2368.7511,1,291,0,13529.7555,Low Risk
121,12989.0,2,41,1079.6842,15,2,1,5595.420999999999,Medium Risk
122,12990.0,1,8,54.6715,3,30,0,461.3575,High Risk
123,12991.0,1,31,278.55850000000004,2,22,0,1605.7925000000002,High Risk
124,12993.0,1,26,156.648,4,22,0,989.24,High Risk
125,12994.0,1,52,1789.7798,3,3,0,9133.899,Medium Risk
126,12995.0,1,3,16.3097,1,84,0,516.5485,High Risk
127,12997.0,1,45,1324.3496,4,21,0,6879.748,Medium Risk
128,12999.0,1,25,542.7106,3,195,0,3777.553,Medium Risk
129,13000.0,2,30,489.2795,3,106,1,3082.3975,Medium Risk
130,13001.0,1,166,2752.4202,13,3,0,14329.101,Low Risk
131,13002.0,1,7,116.17749999999998,1,317,0,2192.8875,Medium Risk
132,13003.0,1,4,49.515,3,105,0,798.575,High Risk
133,13004.0,2,277,3591.6485,18,11,-1,18920.2425,Low Risk
134,13005.0,1,21,979.4925,2,173,0,5835.4625,Medium Risk
135,13006.0,1,4,225.8852,1,55,0,1422.426,High Risk
136,13008.0,1,14,56.0582,1,322,0,1938.291,Medium Risk
137,13011.0,1,3,58.167500000000004,1,371,0,2160.8375,Medium Risk
138,13012.0,1,67,1662.9667,8,8,0,8589.8335,Medium Risk
139,13013.0,2,155,3607.6238,13,0,1,18559.119,Low Risk
140,13014.0,1,67,4796.8868,10,10,0,24277.434,Low Risk
141,13015.0,1,156,90529.9053,5,52,0,453399.5265,Low Risk
142,13016.0,1,39,1287.235,3,72,0,6927.174999999999,Medium Risk
143,13017.0,1,1,18.0625,1,6,0,129.3125,High Risk
144,13018.0,1,313,4488.7026,26,15,-1,23563.513,Low Risk
145,13021.0,2,101,3844.3842999999997,9,3,1,19579.921499999997,Low Risk
146,13023.0,1,36,1335.5146,2,63,0,7110.573,Medium Risk
147,13026.0,1,32,25.2529,5,0,0,244.2645,High Risk
148,13027.0,2,6,4.160000000000001,6,113,1,631.8,High Risk
149,13028.0,1,40,58.4597,2,22,0,532.2985,High Risk
150,13029.0,2,8,1426.7564,3,30,1,7323.782,Medium Risk
151,13030.0,2,76,2168.2799999999997,2,10,1,11131.399999999998,Low Risk
152,13032.0,1,55,1718.1978,2,51,0,9020.989,Medium Risk
153,13033.0,1,11,93.80250000000001,1,356,0,2288.0125,Medium Risk
154,13034.0,2,37,408.12609999999995,2,54,1,2433.6304999999998,Medium Risk
155,13035.0,1,23,112.77210000000001,2,73,0,1007.8605,High Risk
156,13037.0,1,44,1188.0053,3,137,0,6771.0265,Medium Risk
157,13038.0,1,24,310.70390000000003,3,79,0,2034.5195,Medium Risk
158,13040.0,1,38,455.63910000000004,2,8,0,2442.1955000000003,Medium Risk
159,13043.0,1,13,717.7267999999999,1,272,0,4993.634,Medium Risk
160,13044.0,1,33,809.8748,1,290,0,5604.374,Medium Risk
161,13045.0,1,18,54.0291,1,98,0,820.1455,High Risk
162,13046.0,1,33,8046.3202,2,30,0,40490.601,Low Risk
163,13047.0,2,106,4053.0851,9,31,1,20778.425499999998,Low Risk
164,13048.0,1,77,679.9439,4,13,0,3713.7195,Medium Risk
165,13049.0,1,14,375.1289,2,63,0,2242.6445,Medium Risk
166,13050.0,2,246,8074.033,17,14,-1,41250.165,Low Risk
167,13052.0,1,18,382.48789999999997,1,211,0,3027.4395,Medium Risk
168,13055.0,1,74,929.2082,3,77,0,5267.041,Medium Risk
169,13058.0,1,5,291.32,3,24,0,1605.6,High Risk
170,13059.0,1,8,308.1875,1,249,0,2815.9375,Medium Risk
171,13060.0,1,15,345.91859999999997,1,253,0,3045.593,Medium Risk
172,13061.0,1,10,193.5389,1,71,0,1358.6945,High Risk
173,13062.0,1,11,749.7291,1,190,0,4737.6455000000005,Medium Risk
174,13064.0,1,51,1615.5744,4,12,0,8308.872,Medium Risk
175,13065.0,1,14,580.8824999999999,1,372,0,4812.412499999999,Medium Risk
176,13066.0,1,48,1190.4752,2,23,0,6221.376,Medium Risk
177,13067.0,1,14,273.6744,1,81,0,1821.3719999999998,High Risk
178,13068.0,1,1,5.9266,2,9,0,87.633,High Risk
179,13069.0,2,281,2538.3508,24,0,-1,13634.754,Low Risk
180,13070.0,1,9,38.9376,1,191,0,1182.688,High Risk
181,13072.0,1,7,94.5775,1,266,0,1829.8875,High Risk
182,13075.0,1,22,109.57390000000001,1,129,0,1264.8695,High Risk
183,13077.0,2,99,634.4492,4,0,1,3489.246,Medium Risk
184,13078.0,2,95,8369.4612,26,2,-1,42250.306,Low Risk
185,13079.0,1,2,125.17500000000001,5,3,0,668.875,High Risk
186,13080.0,1,6,3.0833000000000004,1,178,0,929.4165,High Risk
187,13081.0,2,503,11185.3092,11,11,-1,57538.546,Low Risk
188,13082.0,1,63,1240.37,9,125,-1,7053.849999999999,Medium Risk
189,13083.0,1,15,517.3448,2,3,0,2656.7239999999997,Medium Risk
190,13085.0,1,17,531.3764,2,157,0,3502.882,Medium Risk
191,13089.0,2,636,28680.1527,93,2,-1,145694.7635,Low Risk
192,13090.0,2,98,6388.5515,14,8,1,32336.7575,Low Risk
193,13091.0,1,21,31.4032,1,27,0,361.01599999999996,High Risk
194,13092.0,2,19,903.4230999999999,5,70,1,4948.115499999999,Medium Risk
195,13093.0,2,97,4148.9556999999995,8,275,-1,22446.778499999997,Low Risk
196,13094.0,2,4,44.2578,12,20,1,385.289,High Risk
197,13095.0,1,6,4.2054,1,70,0,395.027,High Risk
198,13097.0,2,214,13062.874099999999,10,32,1,66160.37049999999,Low Risk
199,13098.0,1,156,10320.5955,28,0,-1,52184.97749999999,Low Risk
200,13099.0,1,1,0.5184,1,98,0,501.592,High Risk
201,13101.0,1,8,135.4246,1,233,0,1872.123,Medium Risk
202,13102.0,2,140,3986.3128,24,0,-1,20451.564000000002,Low Risk
203,13103.0,1,8,205.7286,1,39,0,1253.643,High Risk
204,13104.0,2,14,123.3485,6,2,1,696.7425000000001,High Risk
205,13106.0,1,1,18.0625,1,132,0,759.3125,High Risk
206,13107.0,1,54,370.22360000000003,4,43,0,2246.1180000000004,Medium Risk
207,13108.0,1,10,82.6664,1,372,0,2309.332,Medium Risk
208,13109.0,1,41,504.3527,2,59,0,2949.7635,Medium Risk
209,13110.0,1,109,4931.2836,7,30,0,25163.417999999998,Low Risk
210,13113.0,2,95,3780.4779,24,0,-1,19287.389499999997,Low Risk
211,13115.0,1,88,3844.4808000000007,4,11,0,19559.404000000002,Low Risk
212,13116.0,1,30,1207.4873,1,137,0,6818.4365,Medium Risk
213,13117.0,2,66,1957.6335000000001,8,21,1,10127.167500000001,Low Risk
214,13118.0,1,68,1913.1288,5,19,0,9886.644,Low Risk
215,13120.0,1,1,6.5024999999999995,1,238,0,1231.5125,High Risk
216,13121.0,1,50,237.6294,1,268,0,2684.147,Medium Risk
217,13122.0,1,54,659.5249,2,93,0,3934.6245,Medium Risk
218,13124.0,2,185,4904.7586,3,89,-1,25539.793,Low Risk
219,13126.0,2,124,1819.5323999999998,8,4,1,9525.661999999998,Low Risk
220,13127.0,1,15,170.7442,1,77,0,1289.721,High Risk
221,13130.0,1,2,12.125,1,93,0,537.625,High Risk
222,13131.0,1,30,751.0066999999999,3,22,0,3969.0334999999995,Medium Risk
223,13132.0,1,3,92.815,1,261,0,1784.075,High Risk
224,13133.0,1,7,271.04499999999996,2,273,0,2751.225,Medium Risk
225,13134.0,1,94,1678.9705000000001,4,85,0,9119.8525,Medium Risk
226,13135.0,1,1,0.5184,1,196,0,991.592,High Risk
227,13136.0,1,94,1745.6518,5,55,0,9307.259,Low Risk
228,13137.0,1,345,3874.882,8,10,-1,20493.41,Low Risk
229,13138.0,2,31,670.0914,6,21,1,3576.4570000000003,Medium Risk
230,13139.0,1,132,3467.1841,7,15,0,17836.9205,Low Risk
231,13140.0,2,40,648.6643,3,107,1,3914.3215,Medium Risk
232,13141.0,1,113,1197.9283,5,84,0,6770.6415,Medium Risk
233,13142.0,1,23,328.5905,1,18,0,1807.9525,High Risk
234,13144.0,1,3,179.9675,1,332,0,2574.8375,Medium Risk
235,13145.0,2,5,87089.7596,4,39,1,435678.798,Low Risk
236,13146.0,1,16,98.7192,1,25,0,672.596,High Risk
237,13147.0,1,1,98.01,4,9,0,556.05,High Risk
238,13148.0,2,231,7849.0774,12,28,1,40130.387,Low Risk
239,13149.0,1,76,1464.8817999999999,4,13,0,7635.409,Medium Risk
240,13151.0,1,73,4164.1253,1,295,0,22520.6265,Low Risk
241,13153.0,1,15,42.286300000000004,1,5,0,287.4315,High Risk
242,13155.0,2,67,1312.771,4,32,1,6944.855,Medium Risk
243,13157.0,1,69,512.2005,4,48,0,3026.0025,Medium Risk
244,13158.0,1,59,442.3714,4,94,0,2876.857,Medium Risk
245,13159.0,1,114,1735.8521,4,8,0,9079.2605,Medium Risk
246,13160.0,1,4,68.97,1,21,0,467.85,High Risk
247,13161.0,1,8,245.235,1,312,0,2816.175,Medium Risk
248,13162.0,1,74,366.6507,4,121,0,2678.2535,Medium Risk
249,13165.0,2,40,39.4326,2,45,1,554.163,High Risk
250,13166.0,1,39,408.48249999999996,1,282,0,3575.4125,Medium Risk
251,13167.0,1,51,1190.6938,4,18,0,6214.469,Medium Risk
252,13168.0,1,102,2099.9292,4,35,0,10998.646,Low Risk
253,13169.0,1,11,408.6053,2,63,0,2401.0265,Medium Risk
254,13170.0,1,29,143.5382,1,26,0,940.6909999999999,High Risk
255,13171.0,1,37,1889.4855,3,21,0,9677.4275,Low Risk
256,13173.0,2,41,461.9137,2,3,1,2459.5685,Medium Risk
257,13174.0,2,228,9110.3958,3,15,1,46326.979,Low Risk
258,13176.0,1,66,1167.4609,1,45,0,6266.3045,Medium Risk
259,13177.0,1,17,234.1175,1,64,0,1547.5875,High Risk
260,13178.0,2,95,1551.9456,11,25,1,8217.728,Medium Risk
261,13182.0,1,11,6.6448,1,44,0,292.224,High Risk
262,13183.0,1,51,673.2451,9,7,0,3592.2255,Medium Risk
263,13184.0,1,138,1267.0749,10,14,0,6861.3745,Medium Risk
264,13185.0,1,1,35.4025,1,267,0,1521.0125,High Risk
265,13186.0,1,69,1236.8354,3,39,0,6600.177,Medium Risk
266,13187.0,1,37,884.0758,1,336,0,6217.379,Medium Risk
267,13188.0,1,2,242.2225,1,10,0,1273.1125,High Risk
268,13189.0,1,29,6.7298,2,18,0,220.649,High Risk
269,13192.0,1,57,764.9901,2,94,0,4475.9505,Medium Risk
270,13193.0,1,22,515.7796,1,60,0,2950.8979999999997,Medium Risk
271,13194.0,1,3,27.3275,1,135,0,826.6375,High Risk
272,13196.0,1,97,2608.3546000000006,4,10,0,13400.773000000003,Low Risk
273,13198.0,2,199,4867.782300000001,6,9,1,25008.911500000002,Low Risk
274,13199.0,2,48,1720.3556,36,3,-1,8908.778,Medium Risk
275,13200.0,1,42,939.7578,4,18,0,4932.789,Medium Risk
276,13203.0,1,56,1897.6733000000002,4,9,0,9719.3665,Low Risk
277,13207.0,1,7,65.1667,2,14,0,426.8335,High Risk
278,13208.0,1,124,1504.0754,6,58,0,8208.377,Medium Risk
279,13209.0,2,255,3424.5022,8,29,1,18068.511,Low Risk
280,13210.0,1,22,71.4438,1,93,0,894.219,High Risk
281,13211.0,2,45,226.1513,3,9,1,1326.7565,High Risk
282,13212.0,1,128,3767.8887,3,19,0,19332.4435,Low Risk
283,13213.0,1,82,2124.1563,5,56,0,11168.781500000001,Low Risk
284,13216.0,1,5,12.2918,1,267,0,1417.459,High Risk
285,13217.0,1,3,26.0988,3,121,0,758.494,High Risk
286,13218.0,1,5,5.9757,1,126,0,680.8785,High Risk
287,13220.0,1,18,743.0595,4,77,0,4172.2975,Medium Risk
288,13221.0,2,62,2381.0349,2,239,1,13298.174500000001,Low Risk
289,13223.0,1,5,23.7,2,199,0,1138.5,High Risk
290,13224.0,1,101,1069.2258,2,59,0,5954.129,Medium Risk
291,13225.0,2,23,271.7413,7,2,1,1469.7065000000002,High Risk
292,13226.0,1,16,299.1991,1,272,0,2909.9955,Medium Risk
293,13227.0,1,9,80.505,1,201,0,1440.525,High Risk
294,13228.0,1,2,6.4082,1,80,0,444.041,High Risk
295,13229.0,1,10,259.325,1,225,0,2457.625,Medium Risk
296,13230.0,2,393,7574.804099999999,16,3,-1,39136.0205,Low Risk
297,13232.0,1,147,3989.1339999999996,7,12,0,20476.67,Low Risk
298,13233.0,1,43,32.6187,2,73,0,667.0935,High Risk
299,13235.0,1,53,773.5221,1,211,0,5087.610500000001,Medium Risk
300,13236.0,1,34,1055.7296,2,23,0,5505.647999999999,Medium Risk
301,13238.0,2,20,1291.0169,4,16,1,6615.084500000001,Medium Risk
302,13239.0,1,22,89.1857,1,261,0,1822.9285,High Risk
303,13240.0,2,59,1229.1117,4,95,1,6817.558499999999,Medium Risk
304,13242.0,1,12,56.24320000000001,3,111,0,886.2160000000001,High Risk
305,13243.0,1,56,1259.365,1,202,0,7480.825,Medium Risk
306,13244.0,1,27,534.9401,1,92,0,3221.7005,Medium Risk
307,13245.0,1,16,920.73,1,50,0,4907.65,Medium Risk
308,13246.0,1,110,946.5657,6,17,0,5173.8285,Medium Risk
309,13247.0,1,18,170.9871,4,17,0,1011.9355,High Risk
310,13248.0,1,25,345.9191,2,124,0,2434.5955000000004,Medium Risk
311,13249.0,1,21,529.3007,3,91,0,3178.5035,Medium Risk
312,13253.0,1,35,148.78949999999998,2,156,0,1638.9474999999998,High Risk
313,13255.0,2,13,553.0963999999999,2,8,1,2856.4819999999995,Medium Risk
314,13256.0,1,1,0.0,1,13,0,74.0,High Risk
315,13258.0,1,28,676.659,3,11,0,3536.295,Medium Risk
316,13259.0,1,77,739.4283,1,61,0,4239.1415,Medium Risk
317,13260.0,1,8,285.9976,1,60,0,1759.9879999999998,High Risk
318,13261.0,1,8,312.11,2,268,0,2934.55,Medium Risk
319,13262.0,1,11,201.04680000000002,1,262,0,2354.2340000000004,Medium Risk
320,13263.0,1,450,15142.3351,35,0,-1,77203.6755,Low Risk
321,13265.0,1,66,1371.1686,5,52,0,7335.843,Medium Risk
322,13266.0,1,82,3980.2560000000003,12,10,0,20247.280000000002,Low Risk
323,13267.0,2,88,4189.0511,18,2,1,21295.2555,Low Risk
324,13268.0,1,257,3330.8894000000005,11,17,0,17556.447000000004,Low Risk
325,13269.0,2,177,3831.9494,15,0,1,19754.747,Low Risk
326,13270.0,1,1,8.7025,1,365,0,1877.5125,Medium Risk
327,13271.0,1,79,278.9905,1,36,0,1817.9524999999999,High Risk
328,13272.0,1,15,623.4391,2,30,0,3322.1955000000003,Medium Risk
329,13273.0,1,16,42.4649,1,112,0,826.3245,High Risk
330,13276.0,1,30,1041.5989,2,63,0,5622.9945,Medium Risk
331,13277.0,1,5,17.14,4,15,0,193.7,High Risk
332,13278.0,1,46,417.9908,1,40,0,2433.9539999999997,Medium Risk
333,13279.0,1,9,82.4017,1,77,0,830.0085,High Risk
334,13280.0,1,67,979.6874,3,121,0,5718.437,Medium Risk
335,13282.0,1,29,1239.3038,3,17,0,6382.518999999999,Medium Risk
336,13283.0,1,7,15.9189,2,59,0,405.59450000000004,High Risk
337,13284.0,1,13,430.5139,1,330,0,3847.5695,Medium Risk
338,13285.0,1,157,2089.025,4,22,0,11044.125,Low Risk
339,13291.0,1,41,564.3134,1,155,0,3725.567,Medium Risk
340,13292.0,1,29,942.8910999999999,2,38,0,5001.4555,Medium Risk
341,13294.0,1,48,1147.4062,2,189,0,6836.030999999999,Medium Risk
342,13295.0,1,10,180.235,1,359,0,2732.175,Medium Risk
343,13296.0,1,5,76.2678,1,136,0,1082.339,High Risk
344,13297.0,1,52,769.294,4,7,0,4055.47,Medium Risk
345,13298.0,1,2,28.125,1,0,0,152.625,High Risk
346,13299.0,1,5,149.61249999999998,1,267,0,2104.0625,Medium Risk
347,13300.0,1,20,153.4117,1,168,0,1673.0585,High Risk
348,13301.0,1,75,935.6911,4,103,0,5436.4555,Medium Risk
349,13302.0,1,1,162.5625,1,154,0,1591.8125,High Risk
350,13304.0,1,21,449.1646,1,350,0,4064.823,Medium Risk
351,13305.0,2,50,1726.2443,10,3,1,8840.2215,Medium Risk
352,13307.0,1,1,14.0625,1,119,0,674.3125,High Risk
353,13308.0,1,49,693.2733000000001,3,22,0,3737.3665,Medium Risk
354,13309.0,1,82,600.9086,5,6,0,3302.5429999999997,Medium Risk
355,13310.0,1,65,1274.267,3,27,0,6715.335,Medium Risk
356,13311.0,1,25,883.4387999999999,2,3,0,4517.1939999999995,Medium Risk
357,13313.0,1,47,423.5014,5,21,0,2385.507,Medium Risk
358,13314.0,1,55,1280.4277,3,1,0,6586.1385,Medium Risk
359,13316.0,1,66,897.4648,4,36,0,4883.324,Medium Risk
360,13317.0,2,100,3389.6525,5,65,1,17597.2625,Low Risk
361,13318.0,1,14,291.30740000000003,3,0,0,1512.5370000000003,High Risk
362,13319.0,2,209,8130.6051,25,4,-1,41404.025499999996,Low Risk
363,13320.0,1,77,473.98,4,77,0,3003.9,Medium Risk
364,13321.0,1,10,81.1397,2,71,0,800.6985,High Risk
365,13322.0,1,25,256.6644,1,16,0,1444.3220000000001,High Risk
366,13323.0,1,6,437.27250000000004,5,2,0,2236.3625,Medium Risk
367,13324.0,2,25,1297.5802999999999,10,35,1,6781.901499999999,Medium Risk
368,13325.0,1,12,146.8178,1,81,0,1181.089,High Risk
369,13327.0,2,74,1232.2888,8,38,1,6609.444,Medium Risk
370,13328.0,1,17,68.57639999999999,1,315,0,1974.882,Medium Risk
371,13329.0,2,16,193.38869999999997,2,31,1,1181.9434999999999,High Risk
372,13330.0,1,37,375.2288,3,92,0,2461.144,Medium Risk
373,13332.0,1,21,330.9914,1,13,0,1788.9569999999999,High Risk
374,13334.0,1,207,3457.2907,3,81,0,18326.4535,Low Risk
375,13336.0,1,51,556.4166,1,76,0,3321.083,Medium Risk
376,13338.0,1,19,3227.3807,1,157,0,16984.9035,Low Risk
377,13339.0,1,54,2430.5029999999997,1,200,0,13320.515,Low Risk
378,13340.0,1,128,1709.9145,7,44,0,9183.5725,Medium Risk
379,13341.0,1,42,1248.3125,1,260,0,7673.5625,Medium Risk
380,13343.0,1,19,2911.0217000000002,1,177,0,15503.108500000002,Low Risk
381,13344.0,1,115,24861.619,3,67,0,125002.095,Low Risk
382,13345.0,1,20,2824.755,1,287,0,15624.775000000001,Low Risk
383,13347.0,1,8,2515.1386,1,69,0,12950.693000000001,Low Risk
384,13348.0,1,14,106.60140000000001,1,63,0,896.0070000000001,High Risk
385,13349.0,1,16,2516.7538,1,10,0,12687.769,Low Risk
386,13350.0,1,36,8861.860700000001,2,15,0,44502.30350000001,Low Risk
387,13351.0,1,16,2731.9185,1,65,0,14038.5925,Low Risk
388,13352.0,1,24,2662.9261,1,59,0,13687.630500000001,Low Risk
389,13354.0,1,51,309.016,1,70,0,2054.08,Medium Risk
390,13355.0,1,32,346.1509,1,121,0,2437.7545,Medium Risk
391,13356.0,1,42,1493.8634,1,79,0,7996.317,Medium Risk
392,13357.0,1,85,1447.8411999999998,1,256,0,8780.205999999998,Medium Risk
